job_id	title	company	city	salary_low	salary_high	edu	exp	tags	category	company_tier	desc	publish_time
	人力资源	商汤科技	武汉	6	10	博士	应届生	PPT;培训;薪酬管理;沟通协调;Excel;招聘	职能管理	中型企业	"负责人力资源相关工作
协助部门完成日常管理工作
整理和归档相关文件资料

任职要求：
具备良好的沟通协调能力
工作认真负责，细致耐心
应届生以上相关工作经验
博士及以上学历"	2026-02-05
	UX设计	大华股份	南京	4	7	大专	应届生	Adobe XD;Sketch;Photoshop;Figma;After Effects	UI设计	中型企业	"负责UX设计相关的设计工作
根据需求进行创意设计和视觉表现
与产品、开发团队协作

任职要求：
大专及以上学历，设计相关专业优先
应届生以上设计经验
具备良好的审美能力和创意思维
有优秀作品集者优先"	2026-02-08
	UI设计	小米	西安	10	16	硕士	1-3年	After Effects;3D Max;Sketch;Illustrator	UI设计	头部大厂	"持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现
制作设计稿和交互原型

任职要求：
有优秀作品集者优先
硕士及以上学历，设计相关专业优先
具备良好的沟通理解能力
具备良好的审美能力和创意思维"	2026-02-11
	用户运营	海康威视	杭州	4	8	不限	应届生	数据分析;新媒体;活动策划;社群运营;SEM	运营	中型企业	"维护用户关系，提升用户活跃度
策划和执行线上线下活动
负责用户运营相关的运营工作

任职要求：
熟悉新媒体运营和内容策划
应届生以上运营经验
具备数据分析能力和运营思维
不限及以上学历"	2026-02-08
	法务专员	网易	重庆	3	5	本科	应届生	绩效考核;招聘;组织管理;培训	职能管理	头部大厂	"完成上级交办的其他任务
整理和归档相关文件资料
协助部门完成日常管理工作

任职要求：
应届生以上相关工作经验
工作认真负责，细致耐心
本科及以上学历
熟练使用办公软件"	2026-02-26
	数据运营	网易	郑州	11	18	博士	3-5年	SEO;内容策划;SEM;用户增长;社群运营;新媒体	运营	头部大厂	"负责数据运营相关的运营工作
策划和执行线上线下活动
维护用户关系，提升用户活跃度

任职要求：
博士及以上学历
具备数据分析能力和运营思维
有成功运营案例者优先
具备良好的文案写作能力"	2026-03-02
	产品经理	中通	青岛	5	9	不限	不限	Figma;需求分析;用户研究;Axure	产品经理	中型企业	"编写产品需求文档（PRD）
协调开发、设计、测试等团队资源
进行用户调研和需求分析

任职要求：
不限及以上学历
熟练使用Axure、Figma等设计工具
有相关行业产品经验者优先
具备优秀的沟通协调能力"	2026-02-25
	算法工程师	美的	成都	12	20	硕士	1-3年	Kubernetes;TensorFlow;Hadoop	算法工程师	中型企业	"负责算法工程师相关的系统设计和开发工作
编写高质量、可维护的代码
参与需求分析、系统设计、编码实现和测试

任职要求：
具备良好的编程基础和算法能力
具备良好的沟通能力和团队协作精神
有大型项目经验者优先
硕士及以上学历，计算机相关专业优先"	2026-02-13
	新媒体运营	大华股份	杭州	4	7	不限	应届生	数据分析;社群运营;用户增长;SEM;内容策划;SEO	运营	中型企业	"维护用户关系，提升用户活跃度
策划和执行线上线下活动
制定运营策略和执行计划

任职要求：
熟悉新媒体运营和内容策划
不限及以上学历
具备良好的文案写作能力
具备数据分析能力和运营思维"	2026-02-07
	数据工程师	阿里巴巴	杭州	28	46	不限	10年以上	深度学习;Python;React	前端开发	头部大厂	"负责数据工程师相关的系统设计和开发工作
参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验

任职要求：
具备良好的编程基础和算法能力
有大型项目经验者优先
熟悉相关技术栈和开发工具
10年以上以上相关工作经验"	2026-02-20
	市场经理	360	成都	6	10	不限	1-3年	营销策划;公关;品牌推广;媒介投放;市场调研	市场推广	头部大厂	"拓展市场渠道和合作伙伴
分析市场动态和竞争对手
制定市场推广策略和计划

任职要求：
具备良好的商务谈判能力
有相关行业资源者优先
不限及以上学历
1-3年以上市场推广经验"	2026-02-09
	UX设计	旷视科技	苏州	25	41	博士	5-10年	Sketch;After Effects;3D Max;Adobe XD;Photoshop	UI设计	大型企业	"与产品、开发团队协作
制作设计稿和交互原型
负责UX设计相关的设计工作

任职要求：
5-10年以上设计经验
博士及以上学历，设计相关专业优先
有优秀作品集者优先
具备良好的沟通理解能力"	2026-02-10
	UX设计师	滴滴	武汉	4	7	大专	应届生	Axure;需求分析;数据分析;用户研究	UI设计	头部大厂	"跟踪产品上线后的数据表现
负责UX设计师的产品规划和设计
进行用户调研和需求分析

任职要求：
应届生以上产品经理经验
大专及以上学历
具备良好的产品思维和用户洞察力
具备优秀的沟通协调能力"	2026-02-19
	交互设计	哔哩哔哩	广州	11	18	不限	3-5年	Adobe XD;Figma;C4D	UI设计	头部大厂	"负责交互设计相关的设计工作
持续优化设计质量和用户体验
与产品、开发团队协作

任职要求：
有优秀作品集者优先
具备良好的审美能力和创意思维
不限及以上学历，设计相关专业优先
具备良好的沟通理解能力"	2026-02-26
	产品总监	搜狐	青岛	3	6	本科	应届生	产品设计;数据分析;原型设计;Axure;需求分析;用户研究	产品经理	头部大厂	"负责产品总监的产品规划和设计
协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现

任职要求：
本科及以上学历
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
熟练使用Axure、Figma等设计工具"	2026-02-10
	行政专员	大华股份	青岛	14	22	本科	10年以上	沟通协调;培训;招聘;PPT	职能管理	中型企业	"协调各部门之间的沟通
负责行政专员相关工作
整理和归档相关文件资料

任职要求：
本科及以上学历
10年以上以上相关工作经验
有相关行业经验者优先
具备良好的沟通协调能力"	2026-02-28
	动效设计师	云从科技	长沙	9	15	硕士	1-3年	3D Max;Sketch;Figma	UI设计	中型企业	"制作设计稿和交互原型
持续优化设计质量和用户体验
负责动效设计师相关的设计工作

任职要求：
具备良好的审美能力和创意思维
熟练使用设计软件和工具
1-3年以上设计经验
硕士及以上学历，设计相关专业优先"	2026-03-01
	平面设计	阿里巴巴	深圳	6	9	不限	不限	After Effects;Figma;3D Max	UI设计	头部大厂	"负责平面设计相关的设计工作
持续优化设计质量和用户体验
制作设计稿和交互原型

任职要求：
有优秀作品集者优先
具备良好的沟通理解能力
不限以上设计经验
熟练使用设计软件和工具"	2026-02-20
	内容运营	大疆创新	南京	10	16	不限	3-5年	用户增长;SEM;内容策划;活动策划;社群运营;数据分析	运营	中型企业	"分析运营数据，优化运营效果
维护用户关系，提升用户活跃度
制定运营策略和执行计划

任职要求：
不限及以上学历
具备数据分析能力和运营思维
熟悉新媒体运营和内容策划
3-5年以上运营经验"	2026-02-20
	品牌经理	拼多多	郑州	14	23	不限	10年以上	市场调研;营销策划;BD	市场推广	头部大厂	"负责品牌经理相关的市场推广工作
分析市场动态和竞争对手
组织市场活动和品牌宣传

任职要求：
10年以上以上市场推广经验
具备良好的商务谈判能力
具备市场策划和执行能力
有相关行业资源者优先"	2026-02-18
	内容运营	快手	青岛	7	12	本科	3-5年	SEM;内容策划;新媒体	运营	头部大厂	"分析运营数据，优化运营效果
负责内容运营相关的运营工作
策划和执行线上线下活动

任职要求：
本科及以上学历
有成功运营案例者优先
具备数据分析能力和运营思维
3-5年以上运营经验"	2026-02-05
	运营专员	大华股份	重庆	9	15	硕士	3-5年	活动策划;内容策划;新媒体;用户增长;SEO	运营	中型企业	"制定运营策略和执行计划
维护用户关系，提升用户活跃度
策划和执行线上线下活动

任职要求：
具备数据分析能力和运营思维
硕士及以上学历
3-5年以上运营经验
有成功运营案例者优先"	2026-02-26
	视觉设计	中兴通讯	武汉	7	11	本科	1-3年	Illustrator;Photoshop;After Effects;Adobe XD;C4D	UI设计	中型企业	"根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验
负责视觉设计相关的设计工作

任职要求：
熟练使用设计软件和工具
有优秀作品集者优先
本科及以上学历，设计相关专业优先
1-3年以上设计经验"	2026-02-17
	人力资源	优酷	上海	12	20	不限	5-10年	培训;Excel;绩效考核;沟通协调	职能管理	中型企业	"协助部门完成日常管理工作
负责人力资源相关工作
整理和归档相关文件资料

任职要求：
5-10年以上相关工作经验
有相关行业经验者优先
熟练使用办公软件
工作认真负责，细致耐心"	2026-02-19
	深度学习工程师	宁德时代	南京	7	11	大专	不限	Redis;Django;Spark;Kubernetes;React	前端开发	中型企业	"参与技术方案评审，解决技术难题
编写高质量、可维护的代码
持续优化系统性能和用户体验

任职要求：
有大型项目经验者优先
大专及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具
具备良好的沟通能力和团队协作精神"	2026-03-03
	运营经理	优酷	苏州	29	47	博士	5-10年	SEO;社群运营;数据分析;内容策划;用户增长	运营	中型企业	"策划和执行线上线下活动
负责运营经理相关的运营工作
制定运营策略和执行计划

任职要求：
有成功运营案例者优先
具备数据分析能力和运营思维
熟悉新媒体运营和内容策划
具备良好的文案写作能力"	2026-03-02
	运营经理	百度	天津	4	7	不限	应届生	SEO;内容策划;SEM	运营	头部大厂	"制定运营策略和执行计划
负责运营经理相关的运营工作
策划和执行线上线下活动

任职要求：
不限及以上学历
有成功运营案例者优先
熟悉新媒体运营和内容策划
具备良好的文案写作能力"	2026-02-25
	媒介专员	海尔	天津	10	17	博士	1-3年	公关;市场调研;品牌推广	市场推广	中型企业	"组织市场活动和品牌宣传
负责媒介专员相关的市场推广工作
分析市场动态和竞争对手

任职要求：
博士及以上学历
熟悉各类营销渠道和推广方式
1-3年以上市场推广经验
具备市场策划和执行能力"	2026-02-07
	数据分析师	大华股份	天津	6	10	本科	应届生	机器学习;Spark;JavaScript;Hadoop;Python	数据分析	中型企业	"参与技术方案评审，解决技术难题
持续优化系统性能和用户体验
负责数据分析师相关的系统设计和开发工作

任职要求：
具备良好的沟通能力和团队协作精神
熟悉相关技术栈和开发工具
有大型项目经验者优先
应届生以上相关工作经验"	2026-02-19
	公关经理	爱奇艺	郑州	9	14	大专	5-10年	营销策划;渠道拓展;公关;BD;媒介投放	市场推广	中型企业	"制定市场推广策略和计划
拓展市场渠道和合作伙伴
分析市场动态和竞争对手

任职要求：
大专及以上学历
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
5-10年以上市场推广经验"	2026-02-07
	媒介专员	滴滴	重庆	11	18	硕士	3-5年	市场调研;媒介投放;渠道拓展;BD;营销策划	市场推广	头部大厂	"制定市场推广策略和计划
负责媒介专员相关的市场推广工作
分析市场动态和竞争对手

任职要求：
具备市场策划和执行能力
3-5年以上市场推广经验
有相关行业资源者优先
具备良好的商务谈判能力"	2026-03-04
	产品经理	宁德时代	上海	17	29	本科	5-10年	用户研究;产品设计;Axure;需求分析;原型设计;Figma	产品经理	中型企业	"跟踪产品上线后的数据表现
编写产品需求文档（PRD）
进行用户调研和需求分析

任职要求：
有相关行业产品经验者优先
具备优秀的沟通协调能力
熟练使用Axure、Figma等设计工具
5-10年以上产品经理经验"	2026-03-04
	会计	大华股份	西安	3	5	不限	1-3年	绩效考核;沟通协调;组织管理;培训;Excel	职能管理	大型企业	"整理和归档相关文件资料
协助部门完成日常管理工作
完成上级交办的其他任务

任职要求：
工作认真负责，细致耐心
熟练使用办公软件
不限及以上学历
有相关行业经验者优先"	2026-02-24
	用户研究	平安科技	深圳	20	33	博士	1-3年	原型设计;产品设计;数据分析	运营	中型企业	"编写产品需求文档（PRD）
负责用户研究的产品规划和设计
跟踪产品上线后的数据表现

任职要求：
具备优秀的沟通协调能力
具备良好的产品思维和用户洞察力
熟练使用Axure、Figma等设计工具
1-3年以上产品经理经验"	2026-03-02
	行政助理	快手	杭州	8	13	博士	应届生	组织管理;绩效考核;薪酬管理;培训	职能管理	头部大厂	"协助部门完成日常管理工作
完成上级交办的其他任务
负责行政助理相关工作

任职要求：
博士及以上学历
熟练使用办公软件
有相关行业经验者优先
工作认真负责，细致耐心"	2026-02-07
	交互设计	海尔	青岛	16	27	本科	10年以上	Sketch;C4D;3D Max	UI设计	中型企业	"根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验
制作设计稿和交互原型

任职要求：
具备良好的审美能力和创意思维
10年以上以上设计经验
具备良好的沟通理解能力
熟练使用设计软件和工具"	2026-02-07
	财务专员	大疆创新	苏州	11	18	博士	1-3年	沟通协调;招聘;薪酬管理;绩效考核;组织管理	职能管理	中型企业	"协调各部门之间的沟通
负责财务专员相关工作
协助部门完成日常管理工作

任职要求：
具备良好的沟通协调能力
有相关行业经验者优先
熟练使用办公软件
博士及以上学历"	2026-02-28
	DevOps工程师	平安科技	天津	19	31	硕士	5-10年	Vue;MySQL;微服务;React;MongoDB	前端开发	中型企业	"持续优化系统性能和用户体验
编写高质量、可维护的代码
参与需求分析、系统设计、编码实现和测试

任职要求：
具备良好的编程基础和算法能力
具备良好的沟通能力和团队协作精神
5-10年以上相关工作经验
硕士及以上学历，计算机相关专业优先"	2026-02-27
	公关经理	格力	西安	8	13	硕士	1-3年	品牌推广;BD;公关;媒介投放;市场调研	市场推广	中型企业	"制定市场推广策略和计划
组织市场活动和品牌宣传
拓展市场渠道和合作伙伴

任职要求：
熟悉各类营销渠道和推广方式
1-3年以上市场推广经验
硕士及以上学历
具备市场策划和执行能力"	2026-02-07
	人力资源	优酷	杭州	3	5	大专	应届生	组织管理;Excel;沟通协调	职能管理	中型企业	"负责人力资源相关工作
协调各部门之间的沟通
完成上级交办的其他任务

任职要求：
熟练使用办公软件
大专及以上学历
具备良好的沟通协调能力
应届生以上相关工作经验"	2026-02-11
	运营经理	优酷	青岛	11	17	大专	5-10年	用户增长;新媒体;社群运营	运营	中型企业	"负责运营经理相关的运营工作
制定运营策略和执行计划
分析运营数据，优化运营效果

任职要求：
有成功运营案例者优先
具备良好的文案写作能力
具备数据分析能力和运营思维
5-10年以上运营经验"	2026-02-14
	产品经理	华为	重庆	4	7	大专	不限	数据分析;需求分析;PRD文档;用户研究;产品设计	产品经理	头部大厂	"协调开发、设计、测试等团队资源
编写产品需求文档（PRD）
负责产品经理的产品规划和设计

任职要求：
熟练使用Axure、Figma等设计工具
有相关行业产品经验者优先
大专及以上学历
具备优秀的沟通协调能力"	2026-02-20
	3D设计师	哔哩哔哩	北京	14	22	硕士	1-3年	Figma;After Effects;Illustrator	UI设计	头部大厂	"持续优化设计质量和用户体验
与产品、开发团队协作
制作设计稿和交互原型

任职要求：
具备良好的审美能力和创意思维
硕士及以上学历，设计相关专业优先
有优秀作品集者优先
熟练使用设计软件和工具"	2026-02-06
	市场经理	顺丰	苏州	10	17	博士	不限	渠道拓展;公关;市场调研;品牌推广;营销策划	市场推广	中型企业	"负责市场经理相关的市场推广工作
制定市场推广策略和计划
组织市场活动和品牌宣传

任职要求：
熟悉各类营销渠道和推广方式
博士及以上学历
不限以上市场推广经验
有相关行业资源者优先"	2026-02-17
	公关经理	搜狐	长沙	12	20	大专	10年以上	市场调研;公关;渠道拓展;媒介投放;品牌推广;BD	市场推广	头部大厂	"组织市场活动和品牌宣传
分析市场动态和竞争对手
拓展市场渠道和合作伙伴

任职要求：
具备市场策划和执行能力
大专及以上学历
熟悉各类营销渠道和推广方式
10年以上以上市场推广经验"	2026-02-18
	新媒体运营	网易	郑州	4	7	不限	不限	活动策划;数据分析;社群运营;新媒体	运营	头部大厂	"策划和执行线上线下活动
分析运营数据，优化运营效果
制定运营策略和执行计划

任职要求：
熟悉新媒体运营和内容策划
具备良好的文案写作能力
不限及以上学历
有成功运营案例者优先"	2026-03-02
	公关经理	哔哩哔哩	杭州	23	37	博士	3-5年	渠道拓展;BD;公关;媒介投放;品牌推广	市场推广	头部大厂	"组织市场活动和品牌宣传
拓展市场渠道和合作伙伴
负责公关经理相关的市场推广工作

任职要求：
3-5年以上市场推广经验
有相关行业资源者优先
具备市场策划和执行能力
熟悉各类营销渠道和推广方式"	2026-03-03
	产品助理	海尔	郑州	4	7	本科	不限	用户研究;需求分析;Axure;Figma;PRD文档;原型设计	产品经理	中型企业	"编写产品需求文档（PRD）
协调开发、设计、测试等团队资源
进行用户调研和需求分析

任职要求：
不限以上产品经理经验
具备优秀的沟通协调能力
本科及以上学历
有相关行业产品经验者优先"	2026-02-14
	内容运营	搜狐	西安	4	7	不限	1-3年	SEO;SEM;内容策划;活动策划;用户增长;数据分析	运营	头部大厂	"维护用户关系，提升用户活跃度
分析运营数据，优化运营效果
策划和执行线上线下活动

任职要求：
不限及以上学历
有成功运营案例者优先
熟悉新媒体运营和内容策划
具备良好的文案写作能力"	2026-02-10
	UX设计师	比亚迪	成都	19	32	博士	3-5年	原型设计;PRD文档;Axure;产品设计	UI设计	中型企业	"协调开发、设计、测试等团队资源
进行用户调研和需求分析
编写产品需求文档（PRD）

任职要求：
具备优秀的沟通协调能力
博士及以上学历
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力"	2026-02-24
	DevOps工程师	搜狐	武汉	17	28	大专	10年以上	Python;NumPy;Jenkins	运维工程师	头部大厂	"持续优化系统性能和用户体验
编写高质量、可维护的代码
参与技术方案评审，解决技术难题

任职要求：
10年以上以上相关工作经验
具备良好的编程基础和算法能力
大专及以上学历，计算机相关专业优先
有大型项目经验者优先"	2026-03-03
	交互设计	商汤科技	深圳	19	31	大专	5-10年	Figma;PRD文档;Axure;原型设计	UI设计	中型企业	"协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现
编写产品需求文档（PRD）

任职要求：
具备优秀的沟通协调能力
大专及以上学历
有相关行业产品经验者优先
熟练使用Axure、Figma等设计工具"	2026-03-01
	运营专员	快手	上海	14	24	博士	1-3年	新媒体;SEO;SEM;数据分析;用户增长	运营	头部大厂	"负责运营专员相关的运营工作
制定运营策略和执行计划
策划和执行线上线下活动

任职要求：
有成功运营案例者优先
熟悉新媒体运营和内容策划
具备良好的文案写作能力
1-3年以上运营经验"	2026-03-06
	全栈开发工程师	滴滴	广州	50	82	博士	10年以上	TensorFlow;Docker;机器学习	后端开发	头部大厂	"参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验

任职要求：
博士及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具
10年以上以上相关工作经验
具备良好的沟通能力和团队协作精神"	2026-03-05
	Java开发工程师	新浪	成都	17	28	博士	1-3年	Vue;Git;TensorFlow;TypeScript	前端开发	头部大厂	"持续优化系统性能和用户体验
参与需求分析、系统设计、编码实现和测试
负责Java开发工程师相关的系统设计和开发工作

任职要求：
1-3年以上相关工作经验
博士及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具
有大型项目经验者优先"	2026-03-03
	UI设计	联想	重庆	4	7	不限	应届生	Adobe XD;Sketch;Illustrator	UI设计	头部大厂	"根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验
与产品、开发团队协作

任职要求：
应届生以上设计经验
不限及以上学历，设计相关专业优先
具备良好的审美能力和创意思维
有优秀作品集者优先"	2026-03-05
	行政专员	云从科技	杭州	18	29	博士	3-5年	组织管理;招聘;Excel;绩效考核	职能管理	中型企业	"整理和归档相关文件资料
负责行政专员相关工作
协调各部门之间的沟通

任职要求：
熟练使用办公软件
博士及以上学历
3-5年以上相关工作经验
具备良好的沟通协调能力"	2026-02-23
	UI设计	腾讯	郑州	4	7	不限	不限	Illustrator;Figma;Adobe XD;C4D;3D Max	UI设计	头部大厂	"持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现
制作设计稿和交互原型

任职要求：
不限以上设计经验
熟练使用设计软件和工具
有优秀作品集者优先
具备良好的审美能力和创意思维"	2026-02-25
	数据运营	华为	南京	4	7	本科	应届生	数据分析;内容策划;SEO;SEM;新媒体	运营	头部大厂	"负责数据运营相关的运营工作
分析运营数据，优化运营效果
制定运营策略和执行计划

任职要求：
具备良好的文案写作能力
本科及以上学历
应届生以上运营经验
具备数据分析能力和运营思维"	2026-02-07
	产品经理	哔哩哔哩	广州	20	33	不限	5-10年	Axure;数据分析;原型设计;需求分析	产品经理	头部大厂	"编写产品需求文档（PRD）
进行用户调研和需求分析
协调开发、设计、测试等团队资源

任职要求：
有相关行业产品经验者优先
不限及以上学历
具备优秀的沟通协调能力
5-10年以上产品经理经验"	2026-03-03
	交互设计	搜狐	郑州	3	5	大专	应届生	C4D;Sketch;Photoshop	UI设计	头部大厂	"制作设计稿和交互原型
负责交互设计相关的设计工作
与产品、开发团队协作

任职要求：
具备良好的沟通理解能力
熟练使用设计软件和工具
有优秀作品集者优先
大专及以上学历，设计相关专业优先"	2026-03-03
	数据分析师	搜狐	苏州	13	21	大专	3-5年	TypeScript;Redis;Scikit-learn	数据分析	头部大厂	"持续优化系统性能和用户体验
参与需求分析、系统设计、编码实现和测试
负责数据分析师相关的系统设计和开发工作

任职要求：
具备良好的沟通能力和团队协作精神
有大型项目经验者优先
大专及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具"	2026-03-06
	新媒体运营	腾讯	上海	13	21	不限	3-5年	社群运营;新媒体;内容策划;数据分析;SEO;SEM	运营	头部大厂	"维护用户关系，提升用户活跃度
分析运营数据，优化运营效果
制定运营策略和执行计划

任职要求：
有成功运营案例者优先
具备数据分析能力和运营思维
熟悉新媒体运营和内容策划
具备良好的文案写作能力"	2026-02-08
	产品助理	新浪	广州	11	18	大专	3-5年	需求分析;原型设计;Figma;PRD文档	产品经理	头部大厂	"跟踪产品上线后的数据表现
进行用户调研和需求分析
编写产品需求文档（PRD）

任职要求：
具备优秀的沟通协调能力
3-5年以上产品经理经验
有相关行业产品经验者优先
大专及以上学历"	2026-02-23
	会计	快手	郑州	7	11	本科	5-10年	培训;Excel;PPT;组织管理;招聘;沟通协调	职能管理	头部大厂	"整理和归档相关文件资料
协助部门完成日常管理工作
协调各部门之间的沟通

任职要求：
有相关行业经验者优先
熟练使用办公软件
5-10年以上相关工作经验
本科及以上学历"	2026-02-17
	财务专员	云从科技	青岛	4	6	大专	1-3年	招聘;PPT;培训	职能管理	中型企业	"整理和归档相关文件资料
完成上级交办的其他任务
负责财务专员相关工作

任职要求：
熟练使用办公软件
具备良好的沟通协调能力
有相关行业经验者优先
工作认真负责，细致耐心"	2026-02-05
	数据工程师	美的	深圳	16	27	博士	不限	Vue;TensorFlow;TypeScript;React	前端开发	大型企业	"参与需求分析、系统设计、编码实现和测试
参与技术方案评审，解决技术难题
持续优化系统性能和用户体验

任职要求：
有大型项目经验者优先
具备良好的编程基础和算法能力
熟悉相关技术栈和开发工具
不限以上相关工作经验"	2026-02-26
	产品经理	旷视科技	北京	6	9	大专	不限	原型设计;PRD文档;产品设计;需求分析	产品经理	中型企业	"负责产品经理的产品规划和设计
进行用户调研和需求分析
跟踪产品上线后的数据表现

任职要求：
有相关行业产品经验者优先
具备优秀的沟通协调能力
不限以上产品经理经验
熟练使用Axure、Figma等设计工具"	2026-02-28
	内容运营	中通	武汉	4	7	本科	应届生	SEO;社群运营;数据分析;SEM;内容策划;新媒体	运营	大型企业	"分析运营数据，优化运营效果
维护用户关系，提升用户活跃度
负责内容运营相关的运营工作

任职要求：
熟悉新媒体运营和内容策划
有成功运营案例者优先
具备数据分析能力和运营思维
应届生以上运营经验"	2026-02-21
	市场专员	新浪	南京	8	13	不限	1-3年	BD;营销策划;市场调研;公关	市场推广	头部大厂	"分析市场动态和竞争对手
制定市场推广策略和计划
拓展市场渠道和合作伙伴

任职要求：
具备市场策划和执行能力
有相关行业资源者优先
具备良好的商务谈判能力
1-3年以上市场推广经验"	2026-02-10
	行政助理	格力	深圳	5	8	不限	不限	薪酬管理;PPT;组织管理	职能管理	中型企业	"完成上级交办的其他任务
整理和归档相关文件资料
协助部门完成日常管理工作

任职要求：
不限及以上学历
有相关行业经验者优先
工作认真负责，细致耐心
熟练使用办公软件"	2026-03-06
	UI设计	新浪	南京	5	8	不限	应届生	C4D;Sketch;After Effects;Illustrator;Adobe XD	UI设计	头部大厂	"负责UI设计相关的设计工作
与产品、开发团队协作
制作设计稿和交互原型

任职要求：
熟练使用设计软件和工具
具备良好的沟通理解能力
应届生以上设计经验
具备良好的审美能力和创意思维"	2026-02-18
	动效设计师	优酷	南京	6	10	不限	1-3年	Figma;C4D;Sketch;After Effects;Illustrator;Photoshop	UI设计	中型企业	"根据需求进行创意设计和视觉表现
负责动效设计师相关的设计工作
持续优化设计质量和用户体验

任职要求：
1-3年以上设计经验
熟练使用设计软件和工具
不限及以上学历，设计相关专业优先
有优秀作品集者优先"	2026-02-12
	平面设计	比亚迪	成都	19	31	博士	3-5年	Illustrator;3D Max;Sketch	UI设计	中型企业	"制作设计稿和交互原型
持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现

任职要求：
具备良好的审美能力和创意思维
博士及以上学历，设计相关专业优先
3-5年以上设计经验
熟练使用设计软件和工具"	2026-02-23
	出纳	格力	重庆	5	8	不限	3-5年	招聘;沟通协调;PPT;培训	职能管理	中型企业	"协助部门完成日常管理工作
协调各部门之间的沟通
整理和归档相关文件资料

任职要求：
不限及以上学历
熟练使用办公软件
工作认真负责，细致耐心
具备良好的沟通协调能力"	2026-03-04
	UX设计师	百度	深圳	16	26	本科	3-5年	用户研究;Axure;需求分析;PRD文档;Figma	UI设计	头部大厂	"进行用户调研和需求分析
跟踪产品上线后的数据表现
负责UX设计师的产品规划和设计

任职要求：
有相关行业产品经验者优先
3-5年以上产品经理经验
熟练使用Axure、Figma等设计工具
本科及以上学历"	2026-03-04
	用户研究	携程	苏州	23	38	不限	10年以上	原型设计;PRD文档;需求分析	运营	头部大厂	"进行用户调研和需求分析
编写产品需求文档（PRD）
协调开发、设计、测试等团队资源

任职要求：
10年以上以上产品经理经验
具备优秀的沟通协调能力
不限及以上学历
具备良好的产品思维和用户洞察力"	2026-02-21
	数据运营	海尔	成都	9	16	博士	不限	SEM;用户增长;内容策划;SEO;社群运营	运营	中型企业	"维护用户关系，提升用户活跃度
分析运营数据，优化运营效果
策划和执行线上线下活动

任职要求：
具备数据分析能力和运营思维
熟悉新媒体运营和内容策划
具备良好的文案写作能力
博士及以上学历"	2026-02-26
	UI设计师	网易	苏州	14	24	大专	10年以上	产品设计;PRD文档;Figma;需求分析;用户研究;Axure	UI设计	头部大厂	"编写产品需求文档（PRD）
负责UI设计师的产品规划和设计
协调开发、设计、测试等团队资源

任职要求：
大专及以上学历
熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力
具备优秀的沟通协调能力"	2026-02-07
	运营专员	旷视科技	西安	3	5	不限	应届生	新媒体;内容策划;数据分析;SEO;用户增长;社群运营	运营	大型企业	"维护用户关系，提升用户活跃度
策划和执行线上线下活动
制定运营策略和执行计划

任职要求：
具备数据分析能力和运营思维
具备良好的文案写作能力
应届生以上运营经验
不限及以上学历"	2026-02-16
	数据工程师	海康威视	武汉	22	36	本科	10年以上	深度学习;Docker;Redis	后端开发	中型企业	"负责数据工程师相关的系统设计和开发工作
参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验

任职要求：
10年以上以上相关工作经验
有大型项目经验者优先
具备良好的编程基础和算法能力
本科及以上学历，计算机相关专业优先"	2026-02-23
	3D设计师	中兴通讯	成都	19	31	本科	10年以上	C4D;Photoshop;After Effects;Figma;Sketch	UI设计	中型企业	"根据需求进行创意设计和视觉表现
负责3D设计师相关的设计工作
制作设计稿和交互原型

任职要求：
10年以上以上设计经验
有优秀作品集者优先
具备良好的审美能力和创意思维
熟练使用设计软件和工具"	2026-02-19
	公关经理	美团	长沙	11	18	大专	5-10年	品牌推广;渠道拓展;营销策划	市场推广	头部大厂	"制定市场推广策略和计划
负责公关经理相关的市场推广工作
组织市场活动和品牌宣传

任职要求：
5-10年以上市场推广经验
有相关行业资源者优先
具备良好的商务谈判能力
具备市场策划和执行能力"	2026-03-01
	运营经理	360	广州	13	21	博士	不限	新媒体;活动策划;内容策划;用户增长;SEO;社群运营	运营	头部大厂	"分析运营数据，优化运营效果
负责运营经理相关的运营工作
策划和执行线上线下活动

任职要求：
博士及以上学历
熟悉新媒体运营和内容策划
不限以上运营经验
具备数据分析能力和运营思维"	2026-03-01
